id,pred,split
funsd_funsd_1_46_53_50_8,Key,public
funsd_funsd_1_46_53_50_9,Key,public
funsd_funsd_1_46_53_50_30,Key,public
funsd_funsd_1_46_53_50_32,Product Manager,public
funsd_funsd_1_46_53_50_44,Key,public
funsd_funsd_1_46_53_50_45,Final,public
funsd_funsd_1_47_74_70_14,Title,public
funsd_funsd_1_47_74_70_19,Key,public
funsd_funsd_1_47_74_70_38,Key,public
funsd_funsd_1_47_74_70_39,Header,public
funsd_funsd_1_47_74_70_48,To Whom Paid (Alphabetical Listing Mandatory),public
funsd_funsd_1_48_82_82_3,Other,public
funsd_funsd_1_48_82_82_20,Key,public
funsd_funsd_1_48_82_82_21,Title,public
funsd_funsd_1_48_82_82_22,Key,public
funsd_funsd_1_48_82_82_33,Key,public
funsd_funsd_1_48_82_82_53,Key,public
funsd_funsd_1_48_82_82_76,Original,public
funsd_funsd_1_49_46_46_5,Title,public
funsd_funsd_1_49_46_46_24,Other,public
funsd_funsd_1_49_46_46_34,Other,public
funsd_funsd_1_49_46_46_42,"""header""",public
iconqa_choose_txt_iconqa_1_4,6,public
iconqa_choose_txt_iconqa_1_26,No,public
iconqa_choose_txt_iconqa_1_53,4,public
iconqa_choose_txt_iconqa_1_94,Sun,public
iconqa_choose_txt_iconqa_1_204,4,public
iconqa_choose_txt_iconqa_1_217,Black,public
iconqa_choose_txt_iconqa_1_244,White,public
iconqa_choose_txt_iconqa_1_260,10,public
iconqa_choose_txt_iconqa_1_262,Pink,public
iconqa_choose_txt_iconqa_1_355,Yellow,public
iconqa_choose_txt_iconqa_1_375,Yellow,public
iconqa_choose_txt_iconqa_1_385,Flip,public
iconqa_choose_txt_iconqa_1_458,3,public
iconqa_choose_txt_iconqa_1_520,Wendy,public
iconqa_choose_txt_iconqa_1_542,1/3,public
iconqa_choose_txt_iconqa_1_569,8,public
iconqa_choose_txt_iconqa_1_584,Got the mail,public
iconqa_choose_txt_iconqa_1_645,6:00 a.m.,public
iconqa_choose_txt_iconqa_1_653,Tractor,public
iconqa_choose_txt_iconqa_1_712,7/10,public
iconqa_choose_txt_iconqa_1_744,About 50,public
iconqa_choose_txt_iconqa_1_759,8,public
iconqa_choose_txt_iconqa_1_767,Ben,public
iconqa_choose_txt_iconqa_1_792,Even,public
iconqa_choose_txt_iconqa_1_827,64,public
iconqa_choose_txt_iconqa_1_837,No,public
iconqa_choose_txt_iconqa_1_839,1/3,public
iconqa_choose_txt_iconqa_1_871,76,public
iconqa_choose_txt_iconqa_1_898,Watched a movie,public
iconqa_choose_txt_iconqa_1_912,3:00 p.m.,public
iconqa_choose_txt_iconqa_1_913,Solid,public
iconqa_choose_txt_iconqa_1_938,Boat,public
iconqa_choose_txt_iconqa_1_1022,2,public
iconqa_choose_txt_iconqa_1_1133,Tractor,public
iconqa_choose_txt_iconqa_1_1143,Bear,public
iconqa_choose_txt_iconqa_1_1170,Impossible,public
iconqa_choose_txt_iconqa_1_1252,5:00 p.m.,public
iconqa_choose_txt_iconqa_1_1273,2,public
iconqa_choose_txt_iconqa_1_1295,5/12,public
iconqa_choose_txt_iconqa_1_1307,5,public
iconqa_choose_txt_iconqa_1_1310,No,public
iconqa_choose_txt_iconqa_1_1323,1:00 p.m.,public
iconqa_choose_txt_iconqa_1_1332,Yes,public
iconqa_choose_txt_iconqa_1_1338,Flip,public
iconqa_choose_txt_iconqa_1_1401,Wendy,public
iconqa_choose_txt_iconqa_1_1463,No,public
iconqa_choose_txt_iconqa_1_1575,6,public
iconqa_choose_txt_iconqa_1_1628,House,public
iconqa_choose_txt_iconqa_1_1629,Even,public
iconqa_choose_txt_iconqa_1_1716,1,public
iconqa_choose_txt_iconqa_1_1728,9,public
iconqa_choose_txt_iconqa_1_1741,Yes,public
iconqa_choose_txt_iconqa_1_1763,Fish,public
iconqa_choose_txt_iconqa_1_1791,Turtle,public
iconqa_choose_txt_iconqa_1_1796,Unlikely,public
iconqa_choose_txt_iconqa_1_1799,11/12,public
iconqa_choose_txt_iconqa_1_1805,Myra,public
iconqa_choose_txt_iconqa_1_1828,About 90,public
iconqa_choose_txt_iconqa_1_1866,100,public
iconqa_choose_txt_iconqa_1_1876,2:00,public
iconqa_choose_txt_iconqa_1_1905,No,public
iconqa_choose_txt_iconqa_1_1907,Pink,public
iconqa_choose_txt_iconqa_1_2005,6,public
iconqa_choose_txt_iconqa_1_2006,Flip,public
iconqa_choose_txt_iconqa_1_2020,Unlikely,public
iconqa_choose_txt_iconqa_1_2059,5,public
iconqa_choose_txt_iconqa_1_2152,No,public
iconqa_choose_txt_iconqa_1_2157,4,public
iconqa_choose_txt_iconqa_1_2166,8/10,public
iconqa_choose_txt_iconqa_1_2169,Turn,public
iconqa_choose_txt_iconqa_1_2185,7:00,public
iconqa_choose_txt_iconqa_1_2187,White,public
iconqa_choose_txt_iconqa_1_2193,Pm,public
iconqa_choose_txt_iconqa_1_2211,Flip,public
iconqa_choose_txt_iconqa_1_2253,7:00,public
iconqa_choose_txt_iconqa_1_2276,Unlikely,public
iconqa_choose_txt_iconqa_1_2277,4,public
iconqa_choose_txt_iconqa_1_2278,No,public
iconqa_choose_txt_iconqa_1_2370,77,public
iconqa_choose_txt_iconqa_1_2401,About 80,public
iconqa_choose_txt_iconqa_1_2404,6,public
iconqa_choose_txt_iconqa_1_2444,100,public
iconqa_choose_txt_iconqa_1_2577,Plane,public
iconqa_choose_txt_iconqa_1_2584,About 50,public
iconqa_choose_txt_iconqa_1_2655,Practiced piano,public
iconqa_choose_txt_iconqa_1_2656,Odd,public
iconqa_choose_txt_iconqa_1_2757,4,public
iconqa_choose_txt_iconqa_1_2786,About 90,public
iconqa_choose_txt_iconqa_1_2787,97,public
iconqa_choose_txt_iconqa_1_2817,3:00,public
iconqa_choose_txt_iconqa_1_2910,Even,public
iconqa_choose_txt_iconqa_1_2940,Black,public
iconqa_choose_txt_iconqa_1_2962,3:00 p.m.,public
iconqa_choose_txt_iconqa_1_2965,Yes,public
iconqa_choose_txt_iconqa_1_2988,50,public
iconqa_choose_txt_iconqa_1_3032,4,public
iconqa_choose_txt_iconqa_1_3063,10/11,public
iconqa_choose_txt_iconqa_1_3100,Plane,public
iconqa_choose_txt_iconqa_1_3108,3,public
iconqa_choose_txt_iconqa_1_3112,Walked dog,public
iconqa_choose_txt_iconqa_1_3113,71,public
iconqa_choose_txt_iconqa_1_3126,Flip,public
iconqa_choose_txt_iconqa_1_3152,6,public
iconqa_choose_txt_iconqa_1_3241,Blue,public
iconqa_choose_txt_iconqa_1_3271,Pink,public
iconqa_choose_txt_iconqa_1_3286,2,public
iconqa_choose_txt_iconqa_1_3436,Sun,public
iconqa_choose_txt_iconqa_1_3456,No,public
iconqa_choose_txt_iconqa_1_3458,4,public
iconqa_choose_txt_iconqa_1_3462,4,public
iconqa_choose_txt_iconqa_1_3509,Yes,public
iconqa_choose_txt_iconqa_1_3561,Flip,public
iconqa_choose_txt_iconqa_1_3679,20,public
iconqa_choose_txt_iconqa_1_3714,90,public
iconqa_choose_txt_iconqa_1_3716,No,public
iconqa_choose_txt_iconqa_1_3758,1/3,public
iconqa_choose_txt_iconqa_1_3763,Flip,public
iconqa_choose_txt_iconqa_1_3786,4,public
iconqa_choose_txt_iconqa_1_3834,2,public
iconqa_choose_txt_iconqa_1_4002,Yes,public
iconqa_choose_txt_iconqa_1_4042,3,public
iconqa_choose_txt_iconqa_1_4089,10,public
iconqa_choose_txt_iconqa_1_4100,4,public
iconqa_choose_txt_iconqa_1_4139,7:00 p.m.,public
iconqa_choose_txt_iconqa_1_4158,4,public
iconqa_choose_txt_iconqa_1_4174,3,public
iconqa_choose_txt_iconqa_1_4334,House,public
iconqa_choose_txt_iconqa_1_4344,8,public
iconqa_choose_txt_iconqa_1_4375,1/3,public
iconqa_choose_txt_iconqa_1_4392,51,public
iconqa_choose_txt_iconqa_1_4398,Flip,public
iconqa_choose_txt_iconqa_1_4415,Ruben,public
iconqa_choose_txt_iconqa_1_4418,White,public
iconqa_choose_txt_iconqa_1_4464,Cylinder,public
iconqa_choose_txt_iconqa_1_4467,Rocket,public
iconqa_choose_txt_iconqa_1_4522,16,public
iconqa_choose_txt_iconqa_1_4532,9,public
iconqa_choose_txt_iconqa_1_4562,7:30 p.m.,public
iconqa_choose_txt_iconqa_1_4597,Flip,public
iconqa_choose_txt_iconqa_1_4598,Blue,public
iconqa_choose_txt_iconqa_1_4646,5,public
iconqa_choose_txt_iconqa_1_4729,Even,public
iconqa_choose_txt_iconqa_1_4780,10,public
iconqa_choose_txt_iconqa_1_4788,2:30,public
iconqa_choose_txt_iconqa_1_4827,Fish,public
iconqa_choose_txt_iconqa_1_4837,Flip,public
iconqa_choose_txt_iconqa_1_4881,100,public
iconqa_choose_txt_iconqa_1_4885,8:00 p.m.,public
iconqa_choose_txt_iconqa_1_4906,Yes,public
iconqa_choose_txt_iconqa_1_4931,Even,public
iconqa_choose_txt_iconqa_1_4945,10,public
iconqa_choose_txt_iconqa_1_4988,5,public
iconqa_choose_txt_iconqa_1_4990,About 90,public
iconqa_choose_txt_iconqa_1_5066,Boat,public
iconqa_choose_txt_iconqa_1_5122,Plane,public
iconqa_choose_txt_iconqa_1_5140,Brad,public
iconqa_choose_txt_iconqa_1_5149,No,public
iconqa_choose_txt_iconqa_1_5201,Unlikely,public
iconqa_choose_txt_iconqa_1_5207,Wrote a poem,public
iconqa_choose_txt_iconqa_1_5234,99,public
iconqa_choose_txt_iconqa_1_5238,4,public
iconqa_choose_txt_iconqa_1_5242,2,public
iconqa_choose_txt_iconqa_1_5250,Rocket,public
iconqa_choose_txt_iconqa_1_5266,Flip,public
iconqa_choose_txt_iconqa_1_5308,Yes,public
iconqa_choose_txt_iconqa_1_5323,Even,public
iconqa_choose_txt_iconqa_1_5369,2:00 p.m.,public
iconqa_choose_txt_iconqa_1_5417,Flip,public
iconqa_choose_txt_iconqa_1_5490,Yes,public
iconqa_choose_txt_iconqa_1_5543,Brandon,public
iconqa_choose_txt_iconqa_1_5572,3,public
iconqa_choose_txt_iconqa_1_5574,A.M.,public
iconqa_choose_txt_iconqa_1_5584,Sun,public
iconqa_choose_txt_iconqa_1_5599,6,public
iconqa_choose_txt_iconqa_1_5608,About 50,public
iconqa_choose_txt_iconqa_1_5637,7:00 a.m.,public
iconqa_choose_txt_iconqa_1_5719,Boat,public
iconqa_choose_txt_iconqa_1_5745,Blue,public
iconqa_choose_txt_iconqa_1_5749,4,public
iconqa_choose_txt_iconqa_1_5771,9:00,public
iconqa_choose_txt_iconqa_1_5865,No,public
iconqa_choose_txt_iconqa_1_5881,4,public
iconqa_choose_txt_iconqa_1_5895,Square,public
iconqa_choose_txt_iconqa_1_5904,About 80,public
iconqa_choose_txt_iconqa_1_5915,10,public
iconqa_choose_txt_iconqa_1_5973,About 50,public
iconqa_choose_txt_iconqa_1_5977,White,public
iconqa_choose_txt_iconqa_1_6033,Fish,public
iconqa_choose_txt_iconqa_1_6067,Sun,public
iconqa_choose_txt_iconqa_1_6074,Ava,public
iconqa_choose_txt_iconqa_1_6102,Black,public
iconqa_choose_txt_iconqa_1_6119,Flip,public
iconqa_choose_txt_iconqa_1_6151,4,public
iconqa_choose_txt_iconqa_1_6191,Flip,public
iconqa_choose_txt_iconqa_1_6216,Yes,public
iconqa_choose_txt_iconqa_1_6241,3,public
iconqa_choose_txt_iconqa_1_6246,Odd,public
iconqa_choose_txt_iconqa_1_6254,6,public
iconqa_choose_txt_iconqa_1_6294,Unlikely,public
iconqa_choose_txt_iconqa_1_6296,2:00 p.m.,public
wildreceipt_wildreceipt_1_3_73_73_7,Store_name_value,public
wildreceipt_wildreceipt_1_4_41_40_26,Prod\_price\_value,public
wildreceipt_wildreceipt_1_11_35_34_6,Order#:12907,public
wildreceipt_wildreceipt_1_12_36_36_4,Level,public
wildreceipt_wildreceipt_1_14_52_35_6,Prod\_price\_value,public
wildreceipt_wildreceipt_1_15_74_72_11,Store_name_value,public
wildreceipt_wildreceipt_1_15_74_72_16,Store\_name\_value,public
wildreceipt_wildreceipt_1_20_27_26_15,Store\_name\_value,public
wildreceipt_wildreceipt_1_21_34_34_28,Store\_name\_value,public
wildreceipt_wildreceipt_1_22_42_41_15,Prod\_quantity\_value,public
wildreceipt_wildreceipt_1_26_39_29_4,Prod\_quantity\_value,public
wildreceipt_wildreceipt_1_29_44_44_33,Subtotal,public
wildreceipt_wildreceipt_1_31_40_40_3,Store_name_value,public
wildreceipt_wildreceipt_1_32_55_55_23,Prod\_price\_value,public
wildreceipt_wildreceipt_1_33_24_19_6,Date,public
wildreceipt_wildreceipt_1_37_35_35_2,Store\_name\_value,public
wildreceipt_wildreceipt_1_37_35_35_18,Prod\_price\_value,public
wildreceipt_wildreceipt_1_41_29_29_17,Date,public
wildreceipt_wildreceipt_1_43_34_33_9,Gst1,public
wildreceipt_wildreceipt_1_44_35_34_12,Prod\_item\_value,public
wildreceipt_wildreceipt_1_44_35_34_28,Prod\_price\_value,public
wildreceipt_wildreceipt_1_45_65_63_47,Prod\_item\_value,public
wildreceipt_wildreceipt_1_48_59_59_1,Prod\_item\_value,public
wildreceipt_wildreceipt_1_48_59_59_21,Price,public
wildreceipt_wildreceipt_1_48_59_59_26,Prod_quantity_value,public
wildreceipt_wildreceipt_1_51_47_46_29,Subtotal,public
wildreceipt_wildreceipt_1_52_30_30_17,Total,public
wildreceipt_wildreceipt_1_54_50_50_19,Subtotal,public
wildreceipt_wildreceipt_1_59_46_45_12,Prod\_item\_value,public
wildreceipt_wildreceipt_1_66_31_31_5,Store_name_value,public
wildreceipt_wildreceipt_1_66_31_31_25,Subtotal,public
wildreceipt_wildreceipt_1_66_31_31_26,Subtotal,public
wildreceipt_wildreceipt_1_68_37_36_17,Prod\_quantity\_value,public
wildreceipt_wildreceipt_1_73_73_72_14,Prod\_quantity\_value,public
wildreceipt_wildreceipt_1_73_73_72_57,Tel_key,public
wildreceipt_wildreceipt_1_76_28_26_20,Prod\_price\_value,public
wildreceipt_wildreceipt_1_77_45_45_1,Store\_name\_value,public
wildreceipt_wildreceipt_1_78_25_25_6,Store\_name\_value,public
wildreceipt_wildreceipt_1_78_25_25_19,Change,public
wildreceipt_wildreceipt_1_83_31_31_10,Store_name_value,public
wildreceipt_wildreceipt_1_95_41_31_4,Store_name_value,public
wildreceipt_wildreceipt_1_98_46_45_17,Tax,public
wildreceipt_wildreceipt_1_103_45_44_21,Prod\_item\_value,public
wildreceipt_wildreceipt_1_104_31_31_5,Prod\_quantity\_key,public
wildreceipt_wildreceipt_1_105_31_30_2,Store\_name\_value,public
wildreceipt_wildreceipt_1_106_29_23_21,Date_key,public
wildreceipt_wildreceipt_1_108_31_31_14,Change due,public
wildreceipt_wildreceipt_1_108_31_31_25,Others,public
wildreceipt_wildreceipt_1_109_45_45_0,Store\_name\_value,public
wildreceipt_wildreceipt_1_109_45_45_13,Store\_name\_value,public
wildreceipt_wildreceipt_1_110_31_29_14,Prod_price_value,public
wildreceipt_wildreceipt_1_112_87_87_34,Prod\_item\_value,public
wildreceipt_wildreceipt_1_112_87_87_53,Total,public
wildreceipt_wildreceipt_1_113_88_88_48,Others,public
wildreceipt_wildreceipt_1_113_88_88_51,Total,public
wildreceipt_wildreceipt_1_119_41_41_26,Prod\_price\_key,public
wildreceipt_wildreceipt_1_119_41_41_28,Tips_key,public
wildreceipt_wildreceipt_1_120_36_35_19,Subtotal,public
wildreceipt_wildreceipt_1_122_53_50_33,Prod\_price\_value,public
wildreceipt_wildreceipt_1_128_42_41_28,Subtotal,public
wildreceipt_wildreceipt_1_130_20_19_0,Store\_name\_value,public
wildreceipt_wildreceipt_1_130_20_19_6,Store\_name\_value,public
wildreceipt_wildreceipt_1_131_28_28_22,Tax,public
wildreceipt_wildreceipt_1_132_26_25_6,VatNumber,public
wildreceipt_wildreceipt_1_133_32_31_18,Prod\_item\_value,public
wildreceipt_wildreceipt_1_136_54_52_14,Subtotal_key,public
wildreceipt_wildreceipt_1_137_54_54_22,Prod\_item\_value,public
wildreceipt_wildreceipt_1_137_54_54_24,Prod\_price\_key,public
wildreceipt_wildreceipt_1_137_54_54_27,Store\_name\_value,public
wildreceipt_wildreceipt_1_140_74_72_55,Date_key,public
wildreceipt_wildreceipt_1_142_41_36_22,Subtotal_value,public
wildreceipt_wildreceipt_1_149_26_23_20,Date,public
wildreceipt_wildreceipt_1_150_40_39_10,Prod\_quantity\_value,public
wildreceipt_wildreceipt_1_154_33_33_24,Subtotal,public
wildreceipt_wildreceipt_1_159_38_38_35,Store_name_value,public
wildreceipt_wildreceipt_1_162_62_61_3,Store\_name\_value,public
wildreceipt_wildreceipt_1_163_21_21_18,Prod\_price\_value,public
wildreceipt_wildreceipt_1_170_25_22_13,Prod\_item\_key,public
wildreceipt_wildreceipt_1_172_39_39_8,Store\_name\_value,public
wildreceipt_wildreceipt_1_173_60_59_18,Discount,public
wildreceipt_wildreceipt_1_173_60_59_23,Tax,public
wildreceipt_wildreceipt_1_174_32_31_15,Product,public
wildreceipt_wildreceipt_1_178_35_30_3,Tel_key,public
wildreceipt_wildreceipt_1_182_31_31_1,Store_name_value,public
wildreceipt_wildreceipt_1_182_31_31_16,Prod\_quantity\_value,public
wildreceipt_wildreceipt_1_182_31_31_24,Total,public
wildreceipt_wildreceipt_1_182_31_31_27,Date_value,public
wildreceipt_wildreceipt_1_184_31_29_5,Store\_name\_value,public
wildreceipt_wildreceipt_1_186_22_20_14,Tax,public
wildreceipt_wildreceipt_1_191_48_47_36,Tips,public
wildreceipt_wildreceipt_1_194_28_28_18,Prod\_quantity\_key,public
wildreceipt_wildreceipt_1_195_62_61_20,Subtotal,public
wildreceipt_wildreceipt_1_204_43_41_4,Store_name_value,public
wildreceipt_wildreceipt_1_205_43_39_6,Store\_name\_value,public
wildreceipt_wildreceipt_1_205_43_39_10,Store_name_value,public
wildreceipt_wildreceipt_1_205_43_39_18,Store\_name\_value,public
wildreceipt_wildreceipt_1_208_19_19_8,Prod\_quantity\_value,public
wildreceipt_wildreceipt_1_220_39_37_9,Store_name_value,public
wildreceipt_wildreceipt_1_221_64_58_42,Store_name_value,public
wildreceipt_wildreceipt_1_224_24_23_19,Store_name_value,public
wildreceipt_wildreceipt_1_225_38_38_6,Store_name_value,public
wildreceipt_wildreceipt_1_226_47_47_15,Prod\_price\_value,public
wildreceipt_wildreceipt_1_228_82_77_46,Prod\_price\_value,public
wildreceipt_wildreceipt_1_243_34_34_2,Store\_name\_value,public
wildreceipt_wildreceipt_1_245_43_42_30,Subtotal,public
wildreceipt_wildreceipt_1_249_41_39_18,Subtotal,public
wildreceipt_wildreceipt_1_250_82_82_53,Subtotal,public
wildreceipt_wildreceipt_1_261_39_36_26,Prod\_item\_value,public
wildreceipt_wildreceipt_1_263_56_56_42,Store\_name\_value,public
wildreceipt_wildreceipt_1_264_39_36_23,Prod\_item\_value,public
wildreceipt_wildreceipt_1_264_39_36_35,BalanceDue,public
wildreceipt_wildreceipt_1_265_52_52_32,Subtotal,public
wildreceipt_wildreceipt_1_269_34_34_11,Date_key,public
wildreceipt_wildreceipt_1_269_34_34_18,Prod_price_key,public
wildreceipt_wildreceipt_1_272_195_195_14,Date,public
wildreceipt_wildreceipt_1_272_195_195_34,Prod\_item\_value,public
wildreceipt_wildreceipt_1_272_195_195_95,Prod\_item\_value,public
wildreceipt_wildreceipt_1_273_39_26_22,Store\_name\_value,public
wildreceipt_wildreceipt_1_274_30_27_0,Store\_name\_value,public
wildreceipt_wildreceipt_1_276_47_47_33,Issuer,public
wildreceipt_wildreceipt_1_281_73_70_29,Prod\_price\_value,public
wildreceipt_wildreceipt_1_284_32_31_0,Store\_name\_value,public
wildreceipt_wildreceipt_1_284_32_31_17,Subtotal,public
wildreceipt_wildreceipt_1_287_31_31_7,Date_value,public
wildreceipt_wildreceipt_1_287_31_31_27,Others,public
wildreceipt_wildreceipt_1_290_31_31_15,Prod\_price\_value,public
wildreceipt_wildreceipt_1_290_31_31_23,Time_key,public
wildreceipt_wildreceipt_1_293_75_75_15,Subtotal,public
wildreceipt_wildreceipt_1_293_75_75_43,Total value,public
wildreceipt_wildreceipt_1_296_42_42_11,Store_name_value,public
wildreceipt_wildreceipt_1_300_60_59_30,Prod\_quantity\_value,public
wildreceipt_wildreceipt_1_303_70_67_53,Date_key,public
wildreceipt_wildreceipt_1_304_58_58_14,Prod\_item\_value,public
wildreceipt_wildreceipt_1_307_29_29_6,Time,public
wildreceipt_wildreceipt_1_307_29_29_18,Prod_price_key,public
wildreceipt_wildreceipt_1_309_59_48_30,Store_name_value,public
wildreceipt_wildreceipt_1_310_25_22_1,Store_name_value,public
wildreceipt_wildreceipt_1_312_80_80_1,Store\_name\_value,public
wildreceipt_wildreceipt_1_314_57_51_13,Prod\_item\_value,public
wildreceipt_wildreceipt_1_315_58_58_3,Tel_value,public
wildreceipt_wildreceipt_1_316_58_58_45,Date_value,public
wildreceipt_wildreceipt_1_319_39_36_32,Others,public
wildreceipt_wildreceipt_1_324_58_41_17,Prod\_price\_value,public
wildreceipt_wildreceipt_1_327_50_48_40,Change,public
wildreceipt_wildreceipt_1_329_69_69_15,Prod\_quantity\_value,public
wildreceipt_wildreceipt_1_329_69_69_19,Subtotal,public
wildreceipt_wildreceipt_1_329_69_69_39,Prod\_price\_value,public
wildreceipt_wildreceipt_1_330_33_32_19,Prod\_price\_key,public
wildreceipt_wildreceipt_1_331_51_45_4,Store\_name\_value,public
wildreceipt_wildreceipt_1_332_37_36_19,Prod\_item\_value,public
wildreceipt_wildreceipt_1_337_45_44_8,Date_key,public
wildreceipt_wildreceipt_1_338_21_21_20,Others,public
wildreceipt_wildreceipt_1_339_22_22_7,Prod\_price\_value,public
wildreceipt_wildreceipt_1_340_37_37_30,Round off,public
wildreceipt_wildreceipt_1_346_31_31_14,Store_name_value,public
wildreceipt_wildreceipt_1_347_46_44_15,Prod\_item\_value,public
wildreceipt_wildreceipt_1_348_26_26_19,Date_value,public
wildreceipt_wildreceipt_1_353_37_37_26,Store,public
wildreceipt_wildreceipt_1_353_37_37_35,Store\_name\_value,public
wildreceipt_wildreceipt_1_357_31_29_17,Store_name_value,public
wildreceipt_wildreceipt_1_359_34_32_24,TenderDetail,public
wildreceipt_wildreceipt_1_360_50_45_8,Store_name_value,public
wildreceipt_wildreceipt_1_361_33_32_23,Prod\_price\_value,public
wildreceipt_wildreceipt_1_362_49_47_29,Prod\_item\_value,public
wildreceipt_wildreceipt_1_365_38_38_3,Store\_name\_value,public
wildreceipt_wildreceipt_1_367_39_38_16,Prod\_item\_value,public
wildreceipt_wildreceipt_1_369_39_24_2,Store\_name\_value,public
wildreceipt_wildreceipt_1_372_62_53_20,Prod\_price\_key,public
wildreceipt_wildreceipt_1_374_66_65_26,Store\_name\_value,public
wildreceipt_wildreceipt_1_376_41_40_17,Subtotal,public
wildreceipt_wildreceipt_1_377_38_38_32,Others,public
wildreceipt_wildreceipt_1_387_24_24_4,Store_name_value,public
wildreceipt_wildreceipt_1_394_39_38_20,Prod\_quantity\_value,public
wildreceipt_wildreceipt_1_395_42_42_1,Store\_name\_value,public
wildreceipt_wildreceipt_1_395_42_42_22,Prod\_quantity\_value,public
wildreceipt_wildreceipt_1_396_47_47_23,Store_name_value,public
wildreceipt_wildreceipt_1_402_36_31_4,Table,public
wildreceipt_wildreceipt_1_404_44_44_32,Prod\_item\_value,public
wildreceipt_wildreceipt_1_407_34_25_22,Country,public
wildreceipt_wildreceipt_1_413_42_41_13,Prod\_item\_value,public
wildreceipt_wildreceipt_1_415_41_41_14,Prod\_item\_value,public
wildreceipt_wildreceipt_1_419_25_25_12,Store_name_value,public
wildreceipt_wildreceipt_1_422_42_37_23,Tax,public
wildreceipt_wildreceipt_1_422_42_37_28,Store\_name\_value,public
wildreceipt_wildreceipt_1_423_50_50_7,Store\_name\_value,public
wildreceipt_wildreceipt_1_425_30_28_6,Certified scale,public
wildreceipt_wildreceipt_1_426_41_28_25,Prod\_price\_key,public
wildreceipt_wildreceipt_1_430_35_35_31,Others,public
wildreceipt_wildreceipt_1_435_36_35_23,Prod_quantity_key,public
wildreceipt_wildreceipt_1_435_36_35_25,Subtotal_key,public
wildreceipt_wildreceipt_1_436_26_24_2,Store_name_value,public
wildreceipt_wildreceipt_1_440_50_50_10,Auth#01336C,public
wildreceipt_wildreceipt_1_442_30_29_0,Store_name_value,public
wildreceipt_wildreceipt_1_450_31_29_14,Prod\_item\_value,public
wildreceipt_wildreceipt_1_451_35_32_12,Prod\_item\_value,public
wildreceipt_wildreceipt_1_455_22_22_2,Store\_name\_value,public
wildreceipt_wildreceipt_1_456_36_36_33,Others,public
wildreceipt_wildreceipt_1_462_50_48_38,Store\_name\_value,public
wildreceipt_wildreceipt_1_466_28_28_9,Store_name_value,public
wildreceipt_wildreceipt_1_466_28_28_17,Prod_price_value,public
textbookqa_textbookqa_1_10_2_3_5,Core,public
textbookqa_textbookqa_1_10_13_3_5,"['T', 'M', 'P', 'U']",public
textbookqa_textbookqa_1_10_26_3_5,D,public
textbookqa_textbookqa_1_10_47_3_5,"['R', 'S', 'F', 'A']",public
textbookqa_textbookqa_1_10_79_3_5,W,public
textbookqa_textbookqa_1_10_102_3_2,Crust,public
textbookqa_textbookqa_1_10_108_3_7,Mantle,public
textbookqa_textbookqa_1_10_122_3_13,5,public
textbookqa_textbookqa_1_10_130_3_9,To maintain the gravity,public
textbookqa_textbookqa_1_10_131_3_4,Inner core,public
textbookqa_textbookqa_1_10_177_3_4,Outer core,public
textbookqa_textbookqa_1_10_187_3_3,Inner core,public
textbookqa_textbookqa_1_10_192_3_3,Crust,public
textbookqa_textbookqa_1_10_229_3_7,4,public
textbookqa_textbookqa_1_10_237_3_6,3,public
textbookqa_textbookqa_1_10_260_3_9,4,public
textbookqa_textbookqa_1_10_262_3_3,Inner core,public
textbookqa_textbookqa_1_10_271_3_17,3,public
textbookqa_textbookqa_1_10_283_3_13,6378 km,public
textbookqa_textbookqa_1_10_284_3_4,Outer core,public
textbookqa_textbookqa_1_10_292_3_2,4,public
textbookqa_textbookqa_1_10_322_3_4,Inner core,public
textbookqa_textbookqa_1_10_326_3_7,Outer core,public
textbookqa_textbookqa_1_10_350_3_3,3,public
textbookqa_textbookqa_1_10_356_3_5,Fault plane,public
textbookqa_textbookqa_1_10_372_3_5,Core,public
textbookqa_textbookqa_1_10_379_3_3,2,public
textbookqa_textbookqa_1_10_383_3_15,4,public
textbookqa_textbookqa_1_10_396_3_15,Mantle,public
textbookqa_textbookqa_1_11_9_3_9,2,public
textbookqa_textbookqa_1_11_14_3_5,Convection current,public
textbookqa_textbookqa_1_11_15_3_5,2,public
textbookqa_textbookqa_1_12_6_3_6,"['SHELF', 'MELTING MAGMA', 'CONVERGING PLAT",public
textbookqa_textbookqa_1_12_20_3_15,Trench,public
textbookqa_textbookqa_1_12_27_3_7,Astenosphere,public
textbookqa_textbookqa_1_12_29_3_7,Yes,public
textbookqa_textbookqa_1_12_40_3_5,Converging plates,public
textbookqa_textbookqa_1_12_66_3_11,Nazca,public
textbookqa_textbookqa_1_12_82_3_23,Pacific plate,public
textbookqa_textbookqa_1_12_86_3_8,Ring of fire,public
textbookqa_textbookqa_1_12_96_3_21,1,public
textbookqa_textbookqa_1_18_17_3_6,'F',public
textbookqa_textbookqa_1_18_22_3_6,P,public
textbookqa_textbookqa_1_18_36_3_6,"['T', 'U', 'L', 'Y']",public
textbookqa_textbookqa_1_18_77_3_9,3,public
textbookqa_textbookqa_1_18_87_3_8,1,public
textbookqa_textbookqa_1_18_98_3_4,Vent,public
textbookqa_textbookqa_1_18_104_3_5,Side Vent,public
textbookqa_textbookqa_1_18_106_3_4,Crater,public
textbookqa_textbookqa_1_18_112_3_4,Magma,public
